status.success,status.httpstatuscode,statistics.pagetitle,statistics.pageurl,statistics.time,statistics.creditsremaining,statistics.allitemcount,statistics.totalelements,statistics.waveurl,categories.error.description,categories.error.count,categories.contrast.description,categories.contrast.count,categories.alert.description,categories.alert.count,categories.feature.description,categories.feature.count,categories.structure.description,categories.structure.count,categories.aria.description,categories.aria.count,status.error
TRUE,200,Derech Hachaim Seminary – Derech Hachaim Seminary,derechhachaimseminary.com,2.72,842,45,350,http://wave.webaim.org/report?url=derechhachaimseminary.com/,Errors,5,Contrast Errors,2,Alerts,3,Features,1,Structural Elements,21,ARIA,13,
TRUE,200,Vista Adult School | Adult Education Classes in Vista CA,vistaadultschool.org,2.22,841,127,219,http://wave.webaim.org/report?url=vistaadultschool.org/,Errors,5,Contrast Errors,14,Alerts,14,Features,13,Structural Elements,14,ARIA,67,
TRUE,200,Boise State University,boisestate.edu,5.23,840,111,406,http://wave.webaim.org/report?url=https://www.boisestate.edu/,Errors,0,Contrast Errors,0,Alerts,1,Features,5,Structural Elements,37,ARIA,68,
TRUE,200,University of Denver,du.edu,4.72,839,267,860,http://wave.webaim.org/report?url=www.du.edu/,Errors,3,Contrast Errors,2,Alerts,59,Features,34,Structural Elements,76,ARIA,93,
TRUE,200,Staunton School of Cosmetology |,hairstylingschool.com,4.62,838,39,316,http://wave.webaim.org/report?url=hairstylingschool.com/,Errors,2,Contrast Errors,8,Alerts,2,Features,5,Structural Elements,19,ARIA,3,
TRUE,200,RACC Homepage,racc.edu,2.52,837,139,967,http://wave.webaim.org/report?url=https://www.racc.edu/,Errors,12,Contrast Errors,34,Alerts,37,Features,14,Structural Elements,35,ARIA,7,
TRUE,200,Knox College - nationally ranked liberal arts college,knox.edu,4.12,836,110,390,http://wave.webaim.org/report?url=https://www.knox.edu/,Errors,9,Contrast Errors,40,Alerts,23,Features,25,Structural Elements,12,ARIA,1,
TRUE,200,WNY’s Premier Health Sciences Educator | Daemen University,daemen.edu,3.22,835,135,530,http://wave.webaim.org/report?url=www.daemen.edu/,Errors,16,Contrast Errors,9,Alerts,9,Features,10,Structural Elements,36,ARIA,55,
TRUE,200,Alexandria Technical & Community College,alextech.edu,2.52,834,199,815,http://wave.webaim.org/report?url=www.alextech.edu/,Errors,1,Contrast Errors,26,Alerts,49,Features,33,Structural Elements,76,ARIA,14,
TRUE,200,,northcoastmedicalacademy.com,2.52,833,7,68,http://wave.webaim.org/report?url=northcoastmedicalacademy.com/,Errors,1,Contrast Errors,0,Alerts,4,Features,1,Structural Elements,1,ARIA,0,
TRUE,200,Welcome to Suffolk County Community College - Home of the Sharks,sunysuffolk.edu,3.63,832,363,773,http://wave.webaim.org/report?url=https://www.sunysuffolk.edu/,Errors,0,Contrast Errors,0,Alerts,26,Features,41,Structural Elements,50,ARIA,246,
TRUE,200,Home | Pratt Community College,prattcc.edu,3.42,831,230,759,http://wave.webaim.org/report?url=www.prattcc.edu/,Errors,1,Contrast Errors,48,Alerts,20,Features,28,Structural Elements,33,ARIA,100,
TRUE,200,Jackson College - Online and In-Person Associate Degrees,jccmi.edu,4.72,830,153,846,http://wave.webaim.org/report?url=www.jccmi.edu/,Errors,0,Contrast Errors,1,Alerts,35,Features,26,Structural Elements,50,ARIA,41,
TRUE,200,Colorado School of Healing Arts – The Future is in Your Hands,csha.net,3.92,829,80,445,http://wave.webaim.org/report?url=www.csha.net/,Errors,15,Contrast Errors,3,Alerts,10,Features,7,Structural Elements,33,ARIA,12,
TRUE,200,Homepage | Five Towns College,ftc.edu,6.72,828,470,3509,http://wave.webaim.org/report?url=www.ftc.edu/,Errors,26,Contrast Errors,53,Alerts,134,Features,53,Structural Elements,123,ARIA,81,
TRUE,200,Jacksonville | Concorde Career Colleges,concorde.edu/campus/jacksonville-florida,3.92,827,256,1101,http://wave.webaim.org/report?url=https://www.concorde.edu/campus/jacksonville-florida,Errors,9,Contrast Errors,9,Alerts,33,Features,47,Structural Elements,50,ARIA,108,
TRUE,200,Home - New College of Florida,ncf.edu,2.93,826,301,1223,http://wave.webaim.org/report?url=www.ncf.edu/,Errors,0,Contrast Errors,2,Alerts,25,Features,31,Structural Elements,72,ARIA,171,
TRUE,200,"Mississippi Institute of Aesthetics, Nails, & Cosmetology | Mississippi Institute of Aesthetics, Nails, & Cosmetology",msinstitute.com,5.53,825,30,120,http://wave.webaim.org/report?url=msinstitute.com/,Errors,6,Contrast Errors,7,Alerts,10,Features,3,Structural Elements,3,ARIA,1,
TRUE,200,University of Hawaii Maui College - We Are Maui More Than Ever,maui.hawaii.edu,13.31,824,523,1694,http://wave.webaim.org/report?url=maui.hawaii.edu/,Errors,4,Contrast Errors,7,Alerts,48,Features,114,Structural Elements,69,ARIA,281,
TRUE,200,San José State University,sjsu.edu,5.23,823,364,1242,http://wave.webaim.org/report?url=www.sjsu.edu/,Errors,3,Contrast Errors,3,Alerts,25,Features,59,Structural Elements,88,ARIA,186,
TRUE,200,Home,deluxebarbercollege.com,2.82,822,74,365,http://wave.webaim.org/report?url=www.deluxebarbercollege.com/,Errors,15,Contrast Errors,0,Alerts,19,Features,35,Structural Elements,5,ARIA,0,
TRUE,200,"Academy of Career Training Barbering & Beauty School in Deltona, Fl",academyofcareertraining.com,3.02,821,93,419,http://wave.webaim.org/report?url=academyofcareertraining.com/,Errors,10,Contrast Errors,22,Alerts,21,Features,5,Structural Elements,6,ARIA,29,
TRUE,200,"East Arkansas Community College | Forrest City, Arkansas",eacc.edu,3.22,820,89,613,http://wave.webaim.org/report?url=https://www.eacc.edu/,Errors,0,Contrast Errors,0,Alerts,4,Features,24,Structural Elements,32,ARIA,29,
TRUE,200,ITC - Christian Africentric Ecumenical Theological Seminaries and Fellowship,itc.edu,3.82,819,196,979,http://wave.webaim.org/report?url=www.itc.edu/,Errors,3,Contrast Errors,3,Alerts,74,Features,19,Structural Elements,50,ARIA,47,
TRUE,200,Eastern New Mexico University | Student Success! That's What We're About!,enmu.edu,4.43,818,200,1565,http://wave.webaim.org/report?url=www.enmu.edu/,Errors,3,Contrast Errors,0,Alerts,44,Features,34,Structural Elements,99,ARIA,20,
TRUE,200,"More Opportunity, Less Debt | Berkshire Community College",berkshirecc.edu,2.52,817,74,309,http://wave.webaim.org/report?url=www.berkshirecc.edu/,Errors,0,Contrast Errors,1,Alerts,1,Features,8,Structural Elements,30,ARIA,34,
TRUE,200,Divers Institute of Technology | DIT | Commercial Diving School & Diving Courses | Scuba Diving,diversinstitute.edu,3.42,816,235,1391,http://wave.webaim.org/report?url=www.diversinstitute.edu/,Errors,63,Contrast Errors,30,Alerts,25,Features,9,Structural Elements,57,ARIA,51,
TRUE,200,"Cosmetology School in Joplin, MO ❘ New Dimensions School of Hair Design",newdimensionsschoolofhairdesign.com,3.22,815,99,541,http://wave.webaim.org/report?url=newdimensionsschoolofhairdesign.com/,Errors,4,Contrast Errors,2,Alerts,14,Features,12,Structural Elements,36,ARIA,31,
TRUE,404,C-TEC of Licking County | Home,c-tec.edu/ae,3.82,814,47,240,http://wave.webaim.org/report?url=c-tec.edu/ae,Errors,2,Contrast Errors,0,Alerts,1,Features,12,Structural Elements,13,ARIA,19,
TRUE,200,St. Louis College of Health Careers | Missouri,slchc.edu,8.93,813,328,1555,http://wave.webaim.org/report?url=www.slchc.edu/,Errors,21,Contrast Errors,84,Alerts,35,Features,44,Structural Elements,69,ARIA,75,
TRUE,200,APPLY TO RCC TODAY - Rappahannock Community College,rappahannock.edu,5.73,812,274,1227,http://wave.webaim.org/report?url=www.rappahannock.edu/,Errors,6,Contrast Errors,47,Alerts,60,Features,30,Structural Elements,26,ARIA,105,
TRUE,200,Spartan College of Aeronautics and Technology,spartan.edu,3.32,811,115,803,http://wave.webaim.org/report?url=www.spartan.edu/,Errors,2,Contrast Errors,0,Alerts,50,Features,17,Structural Elements,37,ARIA,9,
TRUE,200,Hult International Business School - For Those Made to Do,hult.edu,3.83,810,255,905,http://wave.webaim.org/report?url=www.hult.edu/,Errors,17,Contrast Errors,14,Alerts,110,Features,18,Structural Elements,19,ARIA,77,
TRUE,200,Real Community. Real Experiences - McMurry University,mcm.edu,7.63,809,333,1308,http://wave.webaim.org/report?url=https://mcm.edu/,Errors,15,Contrast Errors,60,Alerts,40,Features,39,Structural Elements,97,ARIA,82,
TRUE,200,,nbccosmetology.com,3.33,808,90,300,http://wave.webaim.org/report?url=www.nbccosmetology.com/,Errors,6,Contrast Errors,3,Alerts,35,Features,10,Structural Elements,20,ARIA,16,
TRUE,200,Cameo College of Essential Beauty | Beauty School Murray Ut,cameocollege.com,9.04,807,221,1230,http://wave.webaim.org/report?url=www.cameocollege.com/,Errors,41,Contrast Errors,10,Alerts,21,Features,29,Structural Elements,51,ARIA,69,
TRUE,200,University at Albany - State University of New York,albany.edu,5.53,806,115,2008,http://wave.webaim.org/report?url=www.albany.edu/,Errors,3,Contrast Errors,0,Alerts,11,Features,28,Structural Elements,43,ARIA,30,
TRUE,200,Start Your New Career - Academy of Cosmetology,academyofcosmetology.edu,7.34,805,260,1134,http://wave.webaim.org/report?url=academyofcosmetology.edu/,Errors,8,Contrast Errors,24,Alerts,35,Features,20,Structural Elements,63,ARIA,110,
TRUE,200,Welcome to Tri-County Community College - Tri-County Community College,tricountycc.edu,2.83,804,168,913,http://wave.webaim.org/report?url=www.tricountycc.edu/,Errors,18,Contrast Errors,3,Alerts,51,Features,20,Structural Elements,53,ARIA,23,
TRUE,200,Western Technical College | The affordable path to a great career and a better life,westerntc.edu,3.92,803,428,1704,http://wave.webaim.org/report?url=https://www.westerntc.edu/,Errors,4,Contrast Errors,0,Alerts,55,Features,37,Structural Elements,73,ARIA,259,
TRUE,200,"Cosmetology & Beauty School in Columbus, OH | Paul Mitchell",paulmitchell.edu/columbus,3.06,802,130,603,http://wave.webaim.org/report?url=paulmitchell.edu/columbus,Errors,0,Contrast Errors,3,Alerts,30,Features,16,Structural Elements,29,ARIA,52,
TRUE,200,"Eagle Gate College: Idaho Falls Campus | Healthcare Colleges in Idaho Falls, ID",eaglegatecollege.edu/locations/idaho-falls,2.82,801,274,1123,http://wave.webaim.org/report?url=https://www.eaglegatecollege.edu/locations/idaho-falls/,Errors,1,Contrast Errors,23,Alerts,54,Features,19,Structural Elements,47,ARIA,130,
TRUE,200,"Yeshiva D'Monsey – Monsey, New York",yeshivadmonsey.com,2.52,800,33,134,http://wave.webaim.org/report?url=https://yeshivadmonsey.com/,Errors,0,Contrast Errors,8,Alerts,8,Features,5,Structural Elements,10,ARIA,2,
TRUE,200,College of the Atlantic,coa.edu,7.03,799,210,1254,http://wave.webaim.org/report?url=www.coa.edu/,Errors,12,Contrast Errors,2,Alerts,16,Features,77,Structural Elements,102,ARIA,1,
TRUE,200,Western Michigan University | Pursue your purpose,wmich.edu,3.92,798,154,825,http://wave.webaim.org/report?url=https://wmich.edu/,Errors,3,Contrast Errors,11,Alerts,11,Features,26,Structural Elements,66,ARIA,37,
TRUE,200,Hebrew Union College - Jewish Institute of Religion,huc.edu,4.42,797,756,1494,http://wave.webaim.org/report?url=www.huc.edu/,Errors,0,Contrast Errors,65,Alerts,86,Features,68,Structural Elements,72,ARIA,465,
TRUE,200,MSU Northern - MSU Northern | MSU Northern,msun.edu,2.72,796,110,552,http://wave.webaim.org/report?url=www.msun.edu/,Errors,3,Contrast Errors,1,Alerts,39,Features,16,Structural Elements,37,ARIA,14,
TRUE,200,Home | UCCS,uccs.edu,5.22,795,282,1225,http://wave.webaim.org/report?url=https://www.uccs.edu/,Errors,1,Contrast Errors,4,Alerts,19,Features,28,Structural Elements,51,ARIA,179,
TRUE,200,Best Care College (BCC),bestcarecollege.edu,2.82,794,138,426,http://wave.webaim.org/report?url=bestcarecollege.edu/,Errors,7,Contrast Errors,0,Alerts,29,Features,28,Structural Elements,30,ARIA,44,
TRUE,200,The Salon Professional Academy | - TSPA Battle Creek,tspabattlecreek.com,4.22,793,92,483,http://wave.webaim.org/report?url=www.tspabattlecreek.com/,Errors,2,Contrast Errors,11,Alerts,15,Features,6,Structural Elements,40,ARIA,18,
TRUE,200,Front Range Community College | FRCC Home | FRCC,frontrange.edu,3.62,792,228,1781,http://wave.webaim.org/report?url=www.frontrange.edu/,Errors,4,Contrast Errors,25,Alerts,49,Features,48,Structural Elements,83,ARIA,19,
TRUE,200,Oklahoma Panhandle State University Home,opsu.edu,2.42,791,320,782,http://wave.webaim.org/report?url=www.opsu.edu/,Errors,0,Contrast Errors,19,Alerts,19,Features,10,Structural Elements,53,ARIA,219,
TRUE,200,Woodbury University - Woodbury University,woodbury.edu,5.72,790,407,1668,http://wave.webaim.org/report?url=https://woodbury.edu/,Errors,31,Contrast Errors,20,Alerts,125,Features,17,Structural Elements,132,ARIA,82,
TRUE,200,San Joaquin Delta College |,deltacollege.edu,4.42,789,624,1485,http://wave.webaim.org/report?url=www.deltacollege.edu/,Errors,6,Contrast Errors,13,Alerts,47,Features,23,Structural Elements,110,ARIA,425,
TRUE,200,"Trade/Technical School | Danbury & Waterbury, CT | Industrial Management & Training Institute",imti.edu,3.82,788,159,623,http://wave.webaim.org/report?url=imti.edu/,Errors,12,Contrast Errors,11,Alerts,29,Features,5,Structural Elements,54,ARIA,48,
TRUE,200,Cascadia College,cascadia.edu,2.62,787,202,659,http://wave.webaim.org/report?url=www.cascadia.edu/,Errors,4,Contrast Errors,12,Alerts,131,Features,31,Structural Elements,22,ARIA,2,
TRUE,200,"Compass Career College | Vocational Training in Hammond, LA",compasscareercollege.net,3.82,786,126,521,http://wave.webaim.org/report?url=www.compasscareercollege.net/,Errors,35,Contrast Errors,4,Alerts,9,Features,10,Structural Elements,26,ARIA,42,
TRUE,200,Spa Tech Institute Massage Schools in Maine and Massachusetts,spatech.edu,4.22,785,670,2469,http://wave.webaim.org/report?url=www.spatech.edu/,Errors,121,Contrast Errors,30,Alerts,119,Features,13,Structural Elements,65,ARIA,322,
TRUE,200,"Westminster Seminary California - Home - For Christ, His Gospel, and His Church",wscal.edu,2.72,784,223,980,http://wave.webaim.org/report?url=www.wscal.edu/,Errors,3,Contrast Errors,95,Alerts,16,Features,28,Structural Elements,77,ARIA,4,
TRUE,200,Home - Texas Barber College - Become A Barber - Dallas/Houston,txbarber.edu,2.62,783,93,511,http://wave.webaim.org/report?url=www.txbarber.edu/,Errors,1,Contrast Errors,20,Alerts,14,Features,15,Structural Elements,20,ARIA,23,
TRUE,200,Manatee Technical College - Career and Technical Education + Continuing Education + ESOL and GED® in Bradenton Florida,manateetech.edu,11.74,782,347,1455,http://wave.webaim.org/report?url=manateetech.edu/,Errors,4,Contrast Errors,2,Alerts,32,Features,217,Structural Elements,41,ARIA,51,
TRUE,200,Home | University of Michigan-Flint,umflint.edu,6.53,781,183,790,http://wave.webaim.org/report?url=www.umflint.edu/,Errors,10,Contrast Errors,5,Alerts,52,Features,24,Structural Elements,41,ARIA,51,
TRUE,200,Welcome to Gateway Community College,gatewayct.edu,6.22,780,238,1881,http://wave.webaim.org/report?url=www.gatewayct.edu/,Errors,17,Contrast Errors,32,Alerts,44,Features,54,Structural Elements,39,ARIA,52,
TRUE,200,Helms College,helms.edu,4.44,779,212,659,http://wave.webaim.org/report?url=www.helms.edu/,Errors,27,Contrast Errors,40,Alerts,57,Features,4,Structural Elements,53,ARIA,31,
TRUE,200,Online and On Campus Degrees | Post University,post.edu,5.82,778,824,5566,http://wave.webaim.org/report?url=www.post.edu/,Errors,5,Contrast Errors,2,Alerts,60,Features,19,Structural Elements,269,ARIA,469,
TRUE,200,South Hills School of Business & Technology,southhills.edu,7.44,777,213,1274,http://wave.webaim.org/report?url=https://www.southhills.edu/,Errors,20,Contrast Errors,11,Alerts,15,Features,26,Structural Elements,57,ARIA,84,
TRUE,200,Trade School NJ | Aviation Institute of Maintenance,teterboroschool.com,5.13,776,230,1221,http://wave.webaim.org/report?url=www.teterboroschool.com/,Errors,9,Contrast Errors,36,Alerts,21,Features,20,Structural Elements,57,ARIA,87,
TRUE,200,Virginia Western Community College – Virginia Western Community College,virginiawestern.edu,10.65,775,132,852,http://wave.webaim.org/report?url=virginiawestern.edu/,Errors,2,Contrast Errors,1,Alerts,11,Features,11,Structural Elements,52,ARIA,55,
TRUE,200,Butler University,butler.edu,5.23,774,214,895,http://wave.webaim.org/report?url=www.butler.edu/,Errors,7,Contrast Errors,7,Alerts,21,Features,65,Structural Elements,30,ARIA,84,
TRUE,200,Cosmetology & Beauty School in WA | Summit Salon Academy,summitsalonacademy.edu,4.92,773,374,1620,http://wave.webaim.org/report?url=www.summitsalonacademy.edu/,Errors,37,Contrast Errors,22,Alerts,35,Features,31,Structural Elements,35,ARIA,214,
TRUE,200,BMCC,bmcc.cuny.edu,6.44,772,115,1167,http://wave.webaim.org/report?url=www.bmcc.cuny.edu/,Errors,9,Contrast Errors,7,Alerts,23,Features,38,Structural Elements,31,ARIA,7,
TRUE,200,Yeshiva Mayan HaTalmud,mayanhatalmud.org,2.02,771,186,452,http://wave.webaim.org/report?url=www.mayanhatalmud.org/,Errors,5,Contrast Errors,10,Alerts,4,Features,5,Structural Elements,21,ARIA,141,
TRUE,200,Top Nails & Hair Beauty School Utah,topbeautyschoolutah.com,6.03,770,60,406,http://wave.webaim.org/report?url=www.topbeautyschoolutah.com/,Errors,2,Contrast Errors,8,Alerts,3,Features,11,Structural Elements,34,ARIA,2,
TRUE,200,Homepage | LAVC,lavc.edu,4.04,769,474,1934,http://wave.webaim.org/report?url=www.lavc.edu/,Errors,3,Contrast Errors,1,Alerts,8,Features,25,Structural Elements,154,ARIA,283,
TRUE,200,Graduate Psychology Programs in New Orleans | TCSPP,thechicagoschool.edu/new-orleans,9.03,768,231,1405,http://wave.webaim.org/report?url=https://www.thechicagoschool.edu/new-orleans/,Errors,0,Contrast Errors,3,Alerts,13,Features,21,Structural Elements,50,ARIA,144,
TRUE,200,Palm Beach State College | Palm Beach State College,palmbeachstate.edu,6.54,767,887,1738,http://wave.webaim.org/report?url=www.palmbeachstate.edu/,Errors,11,Contrast Errors,4,Alerts,102,Features,65,Structural Elements,99,ARIA,606,
TRUE,200,Concordia University Wisconsin,cuw.edu,3.73,766,185,631,http://wave.webaim.org/report?url=https://www.cuw.edu/,Errors,7,Contrast Errors,7,Alerts,3,Features,9,Structural Elements,53,ARIA,106,
TRUE,200,Alturacollege.com,alturacollege.com,2.32,765,9,30,http://wave.webaim.org/report?url=www.alturacollege.com/,Errors,1,Contrast Errors,3,Alerts,0,Features,0,Structural Elements,5,ARIA,0,
TRUE,200,Regional and Online Programs | Springfield College,springfield.edu/regional-and-online,4.82,764,106,1192,http://wave.webaim.org/report?url=https://springfield.edu/regional-and-online,Errors,2,Contrast Errors,1,Alerts,6,Features,25,Structural Elements,32,ARIA,40,
TRUE,200,"Cosmetology & Beauty School in Chicago, IL | Paul Mitchell",paulmitchell.edu/chicago,3.04,763,81,466,http://wave.webaim.org/report?url=paulmitchell.edu/chicago,Errors,0,Contrast Errors,3,Alerts,17,Features,16,Structural Elements,27,ARIA,18,
TRUE,200,"Career and Trade Schools in Nashville, TN | Remington College",remingtoncollege.edu/locations/nashville,3.22,762,229,1198,http://wave.webaim.org/report?url=https://www.remingtoncollege.edu/locations/nashville/,Errors,10,Contrast Errors,4,Alerts,42,Features,47,Structural Elements,64,ARIA,62,
TRUE,200,HOME | Formations,formationsinstitute.org,9.74,761,105,535,http://wave.webaim.org/report?url=formationsinstitute.org/,Errors,2,Contrast Errors,7,Alerts,12,Features,6,Structural Elements,26,ARIA,52,
TRUE,200,Rabbinical College Beth Shraga,rabbinicalcollegebethshraga.com,2.62,760,50,430,http://wave.webaim.org/report?url=https://rabbinicalcollegebethshraga.com/,Errors,4,Contrast Errors,2,Alerts,7,Features,4,Structural Elements,17,ARIA,16,
TRUE,200,Baptist Bible College,gobbc.edu,5.92,759,211,1079,http://wave.webaim.org/report?url=www.gobbc.edu/,Errors,34,Contrast Errors,1,Alerts,32,Features,6,Structural Elements,126,ARIA,12,
TRUE,200,"Crystal Lake, IL | Columbia College",ccis.edu/locations/crystal-lake.aspx,4.43,758,304,1309,http://wave.webaim.org/report?url=www.ccis.edu/locations/crystal-lake.aspx,Errors,6,Contrast Errors,11,Alerts,25,Features,31,Structural Elements,87,ARIA,144,
TRUE,200,Home - Oklahoma City Community College,occc.edu,5.43,757,183,1623,http://wave.webaim.org/report?url=www.occc.edu/,Errors,45,Contrast Errors,7,Alerts,35,Features,21,Structural Elements,19,ARIA,56,
TRUE,200,Transforming Consciousness Through Education,swc.edu,7.63,756,303,969,http://wave.webaim.org/report?url=www.swc.edu/,Errors,27,Contrast Errors,89,Alerts,51,Features,24,Structural Elements,79,ARIA,33,
TRUE,200,"Stony Brook University, New York",stonybrook.edu,4.23,755,322,997,http://wave.webaim.org/report?url=https://www.stonybrook.edu/,Errors,2,Contrast Errors,19,Alerts,146,Features,17,Structural Elements,88,ARIA,50,
TRUE,200,Central Virginia Community College,centralvirginia.edu,3.83,754,152,733,http://wave.webaim.org/report?url=www.centralvirginia.edu/,Errors,0,Contrast Errors,8,Alerts,9,Features,20,Structural Elements,42,ARIA,73,
TRUE,200,LaJames College - Beauty School - LaJames College & Beauty School,lajames.edu,8.03,753,186,825,http://wave.webaim.org/report?url=www.lajames.edu/,Errors,12,Contrast Errors,38,Alerts,19,Features,23,Structural Elements,36,ARIA,58,
TRUE,200,DSDT – Train. Employ. Empower.,dsdt.edu,15.84,752,150,852,http://wave.webaim.org/report?url=https://dsdt.edu/,Errors,22,Contrast Errors,31,Alerts,24,Features,20,Structural Elements,42,ARIA,11,
TRUE,200,Home | Marietta College,marietta.edu,3.82,751,1189,2234,http://wave.webaim.org/report?url=www.marietta.edu/,Errors,27,Contrast Errors,26,Alerts,81,Features,47,Structural Elements,88,ARIA,920,
TRUE,200,Chisholm Trail Technology Center - Home,cttc.edu,4.52,750,242,1345,http://wave.webaim.org/report?url=www.cttc.edu/,Errors,4,Contrast Errors,0,Alerts,24,Features,18,Structural Elements,52,ARIA,144,
TRUE,200,"WESTERN - Western Oklahoma State College | Altus, OK",wosc.edu,1.92,749,195,531,http://wave.webaim.org/report?url=www.wosc.edu/,Errors,1,Contrast Errors,4,Alerts,6,Features,11,Structural Elements,40,ARIA,133,
TRUE,200,Homepage,cookman.edu,4.82,748,96,553,http://wave.webaim.org/report?url=www.cookman.edu/,Errors,17,Contrast Errors,6,Alerts,13,Features,18,Structural Elements,22,ARIA,20,
TRUE,200,Prescott | Embry-Riddle Aeronautical University,prescott.erau.edu,3.62,747,242,896,http://wave.webaim.org/report?url=prescott.erau.edu/,Errors,0,Contrast Errors,5,Alerts,72,Features,17,Structural Elements,76,ARIA,72,
TRUE,200,"UNITEC de Puerto Rico ofrece Programas Técnicos, Grados Asociados y Bachillerato en diversas áreas. – UNITEC de Puerto Rico ofrece Programas Técnicos, Grados Asociados y Bachillerato en diversas áreas.",unitecpr.edu,5.73,746,935,2361,http://wave.webaim.org/report?url=www.unitecpr.edu/,Errors,8,Contrast Errors,12,Alerts,15,Features,36,Structural Elements,161,ARIA,703,
TRUE,200,Home | BUSINESS NAME,topofthelinebarbercollege.edu,4.33,745,89,427,http://wave.webaim.org/report?url=www.topofthelinebarbercollege.edu/,Errors,4,Contrast Errors,0,Alerts,6,Features,3,Structural Elements,19,ARIA,57,
TRUE,200,Beauty School in Ohio | Summit Salon Academy Perrysburg,summitsalonacademyperrysburg.edu,8.33,744,365,1264,http://wave.webaim.org/report?url=www.summitsalonacademyperrysburg.edu/,Errors,38,Contrast Errors,7,Alerts,27,Features,19,Structural Elements,28,ARIA,246,
TRUE,200,Adler University,adler.edu,2.61,743,152,1302,http://wave.webaim.org/report?url=https://www.adler.edu/,Errors,23,Contrast Errors,18,Alerts,21,Features,18,Structural Elements,56,ARIA,16,
TRUE,200,Home > College Of Central Florida,cf.edu,6.33,742,220,973,http://wave.webaim.org/report?url=www.cf.edu/,Errors,1,Contrast Errors,5,Alerts,15,Features,29,Structural Elements,63,ARIA,107,
TRUE,200,"South University Tampa, FL Campus | Programs & Degrees",southuniversity.edu/tampa,8.32,741,835,1813,http://wave.webaim.org/report?url=www.southuniversity.edu/tampa,Errors,24,Contrast Errors,8,Alerts,23,Features,84,Structural Elements,115,ARIA,581,
TRUE,200,University of Health Sciences and Pharmacy in St. Louis,uhsp.edu,3.44,740,145,840,http://wave.webaim.org/report?url=www.uhsp.edu/,Errors,15,Contrast Errors,4,Alerts,46,Features,8,Structural Elements,36,ARIA,36,
TRUE,200,Home - Upper Valley Educators Institute,uvei.edu,2.82,739,603,1270,http://wave.webaim.org/report?url=www.uvei.edu/,Errors,6,Contrast Errors,52,Alerts,24,Features,36,Structural Elements,23,ARIA,462,
TRUE,200,Home - Northwest Iowa Community College,nwicc.edu,8.24,738,196,1292,http://wave.webaim.org/report?url=www.nwicc.edu/,Errors,1,Contrast Errors,4,Alerts,79,Features,29,Structural Elements,58,ARIA,25,
TRUE,200,The Citadel - The Military College of South Carolina,citadel.edu,5.63,737,150,943,http://wave.webaim.org/report?url=www.citadel.edu/,Errors,2,Contrast Errors,0,Alerts,17,Features,23,Structural Elements,59,ARIA,49,
TRUE,200,LPN Program and CNA Classes in CT | Stone Academy,stone.edu,2.62,736,63,387,http://wave.webaim.org/report?url=www.stone.edu/,Errors,1,Contrast Errors,1,Alerts,8,Features,5,Structural Elements,7,ARIA,41,
TRUE,200,Home - Cochran School of Nursing,cochranschoolofnursing.us,2.82,735,242,591,http://wave.webaim.org/report?url=www.cochranschoolofnursing.us/,Errors,1,Contrast Errors,7,Alerts,16,Features,4,Structural Elements,24,ARIA,190,
TRUE,200,"Amberton University | Affordable, Flexible Education Designed for Adults",amberton.edu,7.04,734,321,1023,http://wave.webaim.org/report?url=www.amberton.edu/,Errors,38,Contrast Errors,120,Alerts,22,Features,21,Structural Elements,119,ARIA,1,
TRUE,200,Home - Surry Community College,surry.edu,3.72,733,163,761,http://wave.webaim.org/report?url=https://surry.edu/,Errors,1,Contrast Errors,2,Alerts,8,Features,43,Structural Elements,83,ARIA,26,
TRUE,200,"Thomas College | Waterville, Maine | Private College in Maine",thomas.edu,3.82,732,412,978,http://wave.webaim.org/report?url=www.thomas.edu/,Errors,11,Contrast Errors,28,Alerts,28,Features,25,Structural Elements,66,ARIA,254,
TRUE,200,"Headmasters School of Hair Design, Lewiston, Idaho",headmasters.edu,4.93,731,62,373,http://wave.webaim.org/report?url=https://headmasters.edu/,Errors,2,Contrast Errors,14,Alerts,24,Features,6,Structural Elements,16,ARIA,0,
TRUE,200,"Cosmetology School - Aveda Fredric’s Institute Cincinnati, OH - Beauty Academy",avedafi.edu/cincinnati,7.63,730,628,1225,http://wave.webaim.org/report?url=https://www.avedafi.edu/cincinnati/,Errors,33,Contrast Errors,39,Alerts,54,Features,39,Structural Elements,122,ARIA,341,
TRUE,200,"Colleges of Medicine, Pharmacy & Graduate Studies | NEOMED",neomed.edu,7.13,729,151,928,http://wave.webaim.org/report?url=www.neomed.edu/,Errors,9,Contrast Errors,9,Alerts,19,Features,13,Structural Elements,62,ARIA,39,
TRUE,200,California Intercontinental University | Accredited Online Degree Programs,caluniversity.edu,3.02,728,401,2030,http://wave.webaim.org/report?url=https://www.caluniversity.edu/,Errors,9,Contrast Errors,22,Alerts,28,Features,16,Structural Elements,87,ARIA,239,
TRUE,200,Christ Mission College - Generations Reaching the Nations,cmctx.edu,7.73,727,177,983,http://wave.webaim.org/report?url=cmctx.edu/,Errors,8,Contrast Errors,3,Alerts,14,Features,12,Structural Elements,31,ARIA,109,
TRUE,200,California Career College,californiacareercollege.edu,2.62,726,143,632,http://wave.webaim.org/report?url=www.californiacareercollege.edu/,Errors,9,Contrast Errors,6,Alerts,17,Features,6,Structural Elements,25,ARIA,80,
